Dates;ABI BB Equity;AD NA Equity;ADS GY Equity;AI FP Equity;AIR FP Equity;AMS SQ Equity;ASML NA Equity;BAS GY Equity;BAYN GY Equity;BBVA SQ Equity;BMW GY Equity;BN FP Equity;BNP FP Equity;CRH ID Equity;CS FP Equity;DAI GY Equity;DG FP Equity;DPW GY Equity;DTE GY Equity;EL FP Equity;ENEL IM Equity;ENGI FP Equity;ENI IM Equity;FP FP Equity;FRE GY Equity;GLE FP Equity;IBE SQ Equity;INGA NA Equity;ISP IM Equity;ITX SQ Equity;KER FP Equity;LIN GY Equity;MC FP Equity;MUV2 GY Equity;NOKIA FH Equity;OR FP Equity;ORA FP Equity;PHIA NA Equity;SAF FP Equity;SAN FP Equity;SAN SQ Equity;SAP GY Equity;SIE GY Equity;SU FP Equity;TEF SQ Equity;URW NA Equity;VIV FP Equity;VOW3 GY Equity;SX5E Index
21/03/2019 14:30;73,45;23,59;208,4;113;117,96;68,54;168;66,79;61,29;5,361;70,98;69,3;43;27,56;22,53;51,35;86,26;28,79;15,72;99,06;5,584;13,435;15,862;50,64;48,52;26,51;7,768;10,69;2,2195;26,09;500,4;153,55;318,05;208,8;5,498;235,8;14,455;35,645;121,05;79,24;4,342;99,59;98,28;69,88;7,725;150,86;25,82;143,22;3360,63
21/03/2019 14:40;73,31;23,61;208,4;113,05;118,16;68,54;168,26;66,78;61,34;5,361;70,99;69,3;43,055;27,58;22,53;51,44;86,4;28,75;15,725;98,86;5,588;13,445;15,87;50,63;48,58;26,51;7,77;10,704;2,2185;26,07;501;153,75;318,25;208,8;5,508;236,1;14,465;35,74;121,3;79,47;4,349;99,75;98,31;70,02;7,728;151,04;25,83;143,24;3363,27
21/03/2019 14:50;73,19;23,595;209,1;112,95;118,32;68,52;168,36;66,83;61,38;5,357;71,12;69,26;43,095;27,56;22,55;51,5;86,48;28,88;15,745;98,78;5,59;13,455;15,88;50,64;48,67;26,51;7,776;10,708;2,217;26,15;501,4;153,3;318,7;208,9;5,506;236;14,475;35,725;121,3;79,55;4,343;99,71;98,39;70;7,727;151,18;25,83;143,44;3364,4
21/03/2019 15:00;73,21;23,58;209,1;112,9;118,28;68,32;168,7;66,81;61,39;5,372;71,07;69,24;43,215;27,56;22,56;51,48;86,34;28,86;15,745;98,8;5,584;13,465;15,88;50,64;48,56;26,625;7,78;10,726;2,222;26,1;500,8;152,9;318,45;209,5;5,514;235,7;14,455;35,68;121,2;79,47;4,348;99,6;98,2;69,94;7,718;151,52;25,83;143,44;3363,84
21/03/2019 15:10;73,17;23,575;209,1;112,85;118,16;68,3;168,62;66,88;61,21;5,36;71,05;69,22;43,045;27,57;22,57;51,44;86,26;28,86;15,745;98,26;5,586;13,46;15,852;50,58;48,55;26,515;7,78;10,692;2,2175;26,1;500,2;152,75;318,2;209,5;5,518;235,8;14,46;35,67;121,1;79,35;4,3385;99,63;98,16;69,92;7,716;151,46;25,83;143,2;3361,06
21/03/2019 15:20;73,22;23,6;208,5;113,05;118,28;68,36;169,06;67,03;61,11;5,367;71,03;69,27;43,075;27,64;22,59;51,51;86,42;28,92;15,75;98,3;5,584;13,48;15,86;50,62;48,53;26,535;7,788;10,696;2,22;26,12;501,4;153,2;318,5;209,7;5,522;235,8;14,465;35,68;121,1;79,42;4,343;99,73;98,24;69,94;7,722;151,62;25,85;143,24;3364,07
21/03/2019 15:30;73,27;23,615;207,9;113;118,32;68,18;169,36;66,93;61,04;5,363;70,89;69,31;43,01;27,63;22,585;51,37;86,34;28,9;15,76;98,4;5,588;13,49;15,864;50,64;48,45;26,53;7,788;10,7;2,2175;26,08;501,6;153,15;318,15;209,9;5,524;236;14,46;35,72;121,1;79,34;4,3395;99,71;98,35;70;7,723;151,68;25,84;143,08;3363,48
21/03/2019 15:40;73,17;23,58;207,7;113;118,34;68,16;168,94;66,83;61,05;5,36;70,92;69,29;42,975;27,58;22,56;51,37;86,28;28,8;15,78;98,24;5,586;13,47;15,864;50,65;48,43;26,495;7,774;10,702;2,2165;26,05;500,6;153,2;317,7;209,9;5,512;236,2;14,475;35,69;120,95;79,35;4,3285;99,6;98,34;69,92;7,727;151,78;25,82;143,18;3361,56
21/03/2019 15:50;73,36;23,6;208,5;113,1;118,54;68,08;169,28;67,01;61,14;5,373;71,03;69,4;42,935;27,59;22,585;51,49;86,4;28,78;15,77;98,4;5,594;13,475;15,884;50,65;48,52;26,545;7,774;10,714;2,218;26,07;501,6;153,45;317,8;209,9;5,524;236,6;14,485;35,735;121,15;79,57;4,327;99,85;98,7;70,04;7,731;151,6;25,84;143,6;3366,05
21/03/2019 16:00;73,31;23,655;208,7;113,1;118,64;68,22;169,34;67,13;61,29;5,389;71,15;69,38;43,165;27,6;22,63;51,55;86,44;28,83;15,8;98,56;5,594;13,49;15,888;50,71;48,63;26,6;7,778;10,742;2,224;26,08;501,6;153,55;318,35;210,3;5,526;236,9;14,51;35,76;121,25;79,74;4,3405;100,02;98,76;70,22;7,746;151,62;25,87;143,62;3370,81
21/03/2019 16:10;73,25;23,645;208,2;113,05;118,34;68,24;169,1;67,06;61,13;5,379;71,06;69,39;43,12;27,54;22,615;51,53;86,34;28,79;15,785;98,16;5,592;13,475;15,894;50,74;48,7;26,6;7,778;10,74;2,2215;26,08;501,4;153,45;318,05;210,3;5,524;236,5;14,515;35,76;121,05;79,72;4,3365;100,08;98,68;70,12;7,746;151,62;25,84;143,7;3368,45
21/03/2019 16:20;73,21;23,62;208,5;113;118,34;68,36;169,2;67,14;61,23;5,38;71,19;69,41;43,085;27,55;22,63;51,57;86,3;28,79;15,78;98,26;5,592;13,475;15,892;50,69;48,64;26,645;7,778;10,752;2,223;26,1;501,4;153,3;318,05;210,4;5,524;236,5;14,51;35,71;121,2;79,67;4,3385;100,02;98,74;70,18;7,742;151,54;25,84;143,74;3368,67
21/03/2019 16:30;73,19;23,67;208,7;113,1;118,34;68,24;169,2;67,12;61,24;5,383;71,12;69,39;43,13;27,54;22,645;51,53;86,36;28,82;15,785;98,28;5,592;13,485;15,87;50,65;48,63;26,655;7,776;10,746;2,222;26,1;501,2;153,55;317,95;210,6;5,526;236,9;14,53;35,735;121;79,68;4,336;100;98,63;70,16;7,739;151,72;25,83;143,38;3368,88
21/03/2019 16:40;73,28;23,7;208,8;113,2;118,62;68,28;169,68;67,22;61,35;5,397;71,19;69,41;43,245;27,55;22,675;51,63;86,46;28,89;15,805;98,32;5,594;13,505;15,89;50,68;48,62;26,71;7,782;10,782;2,2255;26,17;502;153,85;318,75;210,9;5,536;237,4;14,57;35,755;121,25;79,76;4,3485;100,14;98,79;70,3;7,757;152,24;25,86;143,66;3374,22
21/03/2019 16:50;73,29;23,68;209,3;113,25;118,58;68,24;169,66;67,27;61,32;5,407;71,25;69,51;43,245;27,55;22,655;51,61;86,46;28,89;15,81;98,44;5,598;13,495;15,884;50,71;48,7;26,71;7,784;10,794;2,226;26,27;502,2;154,1;318,85;211,1;5,538;237,5;14,57;35,74;121,3;79,84;4,344;100,18;98,77;70,32;7,764;152,3;25,86;143,56;3375,45
21/03/2019 17:00;73,43;23,69;209,2;113,2;118,58;68,18;169,7;67,27;61,3;5,401;71,16;69,51;43,17;27,55;22,675;51,63;86,38;28,94;15,81;98,52;5,586;13,495;15,874;50,67;48,57;26,68;7,792;10,79;2,226;26,31;501;153,95;318,65;211,1;5,53;237,4;14,6;35,805;121,15;79,75;4,339;100,18;98,66;70,34;7,77;152,02;25,86;143,46;3374,24
21/03/2019 17:10;73,6;23,65;209,2;113,25;118,46;68,18;169,78;67,22;61,27;5,395;71,25;69,53;43,075;27,54;22,65;51,62;86,32;28,89;15,835;98,5;5,594;13,485;15,874;50,64;48,49;26,575;7,802;10,77;2,223;26,28;501,2;153,95;318,3;211,2;5,53;237,5;14,59;35,795;121,05;79,77;4,335;100,14;98,59;70,34;7,774;152,08;25,9;143,38;3373,32
21/03/2019 17:20;73,45;23,66;208,7;113,15;118,5;68,08;169,6;67,14;61,29;5,4;71,15;69,45;43,05;27,52;22,63;51,57;86,24;28,87;15,81;98,46;5,594;13,47;15,874;50,59;48,36;26,55;7,804;10,76;2,2205;26,29;500,8;153,7;317,95;211,3;5,52;237,2;14,575;35,775;120,95;79,74;4,332;100,12;98,4;70,26;7,765;151,82;25,86;143,08;3370,42
21/03/2019 17:30;73,49;23,685;208,5;112,95;118,56;68;169,58;67,08;61,28;5,372;71,15;69,41;43,04;27,63;22,605;51,5;86,08;28,85;15,8;98,12;5,58;13,45;15,83;50,48;48,28;26,575;7,78;10,742;2,215;26,29;500;153,95;317,8;211,2;;237,3;14,545;35,75;120,95;79,74;4,3115;100,1;98,41;70,18;7,737;151,92;25,86;142,94;3367,4
22/03/2019 09:00;73,6;23,72;211,1;113,4;119,16;68,18;171,94;67,27;61;5,392;71,1;69,18;43,255;27,82;22,645;51,94;86,06;28,98;15,79;98,58;5,62;13,495;15,87;50,35;48,22;26,745;7,788;10,856;2,211;26,46;506,8;154,4;320,35;211,1;5,436;237,2;14,52;35,94;121,55;79,82;4,3275;100,78;98,51;70,58;7,73;153,28;26;143,28;3376,98
22/03/2019 09:10;73,57;23,755;211,2;113,2;118,6;68,18;171,46;67,41;61,46;5,401;71,41;69,1;43,225;27,89;22,68;52,23;85,98;29;15,78;98,76;5,614;13,48;15,84;50,3;47,92;26,79;7,788;10,83;2,201;26,54;505,6;154,35;319,65;211,3;5,4;236,7;14,495;35,845;121,35;79,88;4,327;100,8;98,44;70,32;7,735;153,06;25,95;144,02;3376,04
22/03/2019 09:20;73,52;23,755;211,5;113,25;118,4;68,18;171,56;67,48;61,36;5,385;71,12;69,22;43,23;27,94;22,685;52,11;86,02;28,99;15,87;98,96;5,614;13,495;15,834;50,33;47,74;26,705;7,812;10,868;2,1885;26,58;505,2;153,75;318,8;211,2;5,396;237;14,535;35,805;121,15;80,18;4,329;100,78;98,38;70,24;7,749;153,04;25,98;143,32;3376,82
22/03/2019 09:30;73,46;23,705;209,8;112,6;117,8;67,78;170,8;66,83;60,99;5,346;70,69;68,88;42,91;27,74;22,52;51,64;85,46;28,86;15,74;98,2;5,596;13,42;15,806;50,06;47,32;26,51;7,768;10,752;2,179;26,55;501,4;152,85;316,45;210;5,382;236;14,46;35,64;120,3;79,64;4,2995;100,3;97,44;69,68;7,693;152,58;25,84;142,68;3356,08
22/03/2019 09:40;73,23;23,665;209,1;112,45;117,38;67,62;170,14;66,55;60,66;5,31;70,56;68,73;42,58;27,7;22,465;51,31;85,32;28,73;15,7;97,86;5,582;13,37;15,778;49,995;47,19;26,31;7,758;10,658;2,1665;26,43;499,6;152,15;315,95;209,5;5,35;235,7;14,475;35,61;119,95;79,45;4,256;99,92;97,03;69,34;7,682;152,34;25,79;141,92;3344,61
22/03/2019 09:50;72,6;23,675;208,7;112,35;117,08;67,46;170;66,27;60,58;5,306;70,23;68,66;42,545;27,52;22,42;50,95;85,18;28,64;15,69;97,62;5,57;13,325;15,71;49,9;47;26,21;7,748;10,642;2,1555;26,31;498,6;152,25;315,2;209,3;5,326;235,3;14,485;35,49;119,65;79,45;4,258;100,02;96,82;69,06;7,682;151,86;25,74;141,3;3337,55
22/03/2019 10:00;72,62;23,675;209,1;112,6;116,84;67,48;170,04;66,48;60,51;5,308;70,22;68,69;42,59;27,53;22,415;51;85,18;28,7;15,71;97,78;5,568;13,335;15,712;49,995;47,29;26,27;7,752;10,676;2,161;26,31;499,7;152,65;316,2;209,6;5,35;235,6;14,465;35,48;119,65;79,53;4,255;100,06;96,87;69,12;7,68;151,66;25,77;141,5;3341,39
22/03/2019 10:10;72,45;23,7;208,7;112,15;116,58;67,36;169,62;66,47;60,47;5,298;70,15;68,65;42,42;27,57;22,405;50,86;85,14;28,59;15,75;97,44;5,566;13,34;15,7;49,92;47,01;26,2;7,756;10,662;2,157;26,28;498,6;152,15;315,5;209,3;5,3;235,5;14,485;35,47;119,3;79,47;4,2375;99,96;96,35;68,84;7,677;151,72;25,76;141,26;3335,73
22/03/2019 10:20;72,66;23,74;209,8;112,45;116,82;67,4;169,92;66,56;60,31;5,303;70,06;68,77;42,465;27,59;22,435;50,86;85,14;28,61;15,82;97,12;5,568;13,355;15,726;49,96;47,36;26,205;7,764;10,658;2,159;26,24;496,7;152,35;315,45;209,7;5,292;235,7;14,505;35,495;119,25;79,48;4,2435;100,04;96,33;68,78;7,704;151,46;25,77;141,4;3338,55
22/03/2019 10:30;72,77;23,73;210,1;112,8;117,02;67,54;170,48;66,77;60,42;5,306;70,29;68,93;42,58;27,62;22,455;51,11;85,42;28,71;15,815;97,36;5,568;13,4;15,764;50,05;47,56;26,105;7,782;10,67;2,162;26,33;498,2;152,75;316,15;209,7;5,286;236,1;14,515;35,565;119,8;79,6;4,247;100,32;96,58;69;7,703;151,96;25,8;141,8;3345,12
22/03/2019 10:40;72,56;23,75;209,9;112,65;116,82;67,58;170,04;66,69;60,35;5,289;70,33;68,84;42,415;27,57;22,425;51,08;85,42;28,73;15,775;97,26;5,562;13,385;15,728;49,92;47,59;26,085;7,774;10,638;2,1625;26,34;497,3;152,7;315,4;209,5;5,254;236,3;14,52;35,52;119,6;79,56;4,239;100,16;96,52;68,88;7,682;151,72;25,79;141,32;3340,43
22/03/2019 10:50;72,71;23,715;210,2;112,6;116,84;67,56;170,24;66,66;60,38;5,294;70,26;68,86;42,38;27,53;22,415;51,05;85,36;28,76;15,8;97,2;5,56;13,395;15,706;49,88;47,67;26,08;7,77;10,642;2,1605;26,37;496,8;152,95;315,1;209,6;5,28;236,2;14,52;35,555;119,75;79,62;4,244;100,04;96,68;68,76;7,697;151,98;25,78;141,1;3341,2
22/03/2019 11:00;72,71;23,685;209,9;112,6;116,52;67,3;170,22;66,65;60,29;5,282;70,05;68,75;42,335;27,48;22,385;50,96;85,36;28,72;15,775;97,1;5,558;13,38;15,692;49,835;47,57;26,02;7,768;10,628;2,155;26,32;494,6;152,65;314,7;209,5;5,222;235,7;14,52;35,5;119,75;79,46;4,234;99,86;96,49;68,58;7,691;151,94;25,78;141,08;3336,26
22/03/2019 11:10;72,83;23,715;209,9;112,55;116,62;67,44;170,58;66,67;60,33;5,289;70,11;68,8;42,32;27,55;22,4;50,9;85,44;28,69;15,795;97,16;5,558;13,4;15,708;49,975;47,67;26;7,774;10,652;2,151;26,41;496,1;152,5;315,35;209,7;5,21;236;14,535;35,555;119,55;79,59;4,2445;99,94;96,36;68,54;7,708;152;25,85;140,78;3338,91
22/03/2019 11:20;72,93;23,74;209,8;112,6;116,84;67,64;170,94;66,74;60,41;5,301;70,88;68,83;42,41;27,57;22,42;52,02;85,64;28,73;15,78;97,24;5,562;13,405;15,73;50,01;47,69;26,03;7,772;10,694;2,159;26,43;497;152,6;315,75;209,6;5,212;236,1;14,525;35,6;119,65;79,61;4,252;100,08;96,43;68,7;7,719;152,06;25,82;142,9;3344,52
22/03/2019 11:30;73,09;23,725;210,1;112,6;116,74;67,54;170,56;66,82;60,31;5,288;70,5;68,92;42,37;27,54;22,395;51,35;85,7;28,83;15,8;97,28;5,562;13,405;15,718;49,98;47,51;25,965;7,77;10,678;2,156;26,41;496,6;152,6;315,8;209,8;5,096;236,2;14,53;35,605;119,65;79,51;4,244;100,04;96,4;68,58;7,719;151,88;25,81;141,76;3341,59
22/03/2019 11:40;73,08;23,725;210,5;112,75;117,1;67,6;170,94;66,82;60,37;5,297;70,39;68,88;42,41;27,58;22,425;51,34;85,8;28,82;15,785;97,32;5,564;13,44;15,744;50,03;47,49;26,055;7,758;10,692;2,1585;26,43;496,4;152,8;316,75;209,7;5,134;236,8;14,545;35,65;119,95;79,64;4,244;100,04;96,48;68,66;7,721;152,02;25,8;141,8;3344,98
22/03/2019 11:50;73,15;23,735;210,3;112,6;117,4;67,7;170,88;66,76;60,43;5,302;70,44;68,84;42,39;27,57;22,46;51,42;85,74;28,81;15,775;97,2;5,566;13,455;15,752;50,04;47,41;26,04;7,772;10,678;2,1575;26,36;495,1;153,05;315,7;209,6;5,126;236,4;14,535;35,64;120,2;79,69;4,2455;99,95;96,59;68,64;7,719;151,78;25,77;141,78;3344,69
22/03/2019 12:00;72,9;23,67;209,9;112,25;117,26;67,62;170,68;66,65;60,44;5,292;70,46;68,71;42,355;27,55;22,435;51,33;85,48;28,78;15,755;97,22;5,576;13,435;15,744;50,03;47,31;26,04;7,754;10,666;2,1525;26,36;495;152,5;315,5;209,3;5,086;236;14,525;35,52;119,9;79,54;4,2365;99,78;96,43;68,6;7,711;151,3;25,77;141,8;3339,6
22/03/2019 12:10;72,9;23,695;210,2;112,2;117,36;67,7;170,56;66,64;60,36;5,291;70,58;68,67;42,335;27,57;22,455;51,45;85,48;28,82;15,73;97,36;5,56;13,44;15,74;50,04;47,19;26,055;7,744;10,666;2,152;26,27;495,3;152,55;315,75;209,4;5,07;236,1;14,525;35,525;119,9;79,42;4,2405;99,87;96,27;68,58;7,692;151,2;25,75;141,8;3339,18
22/03/2019 12:20;72,99;23,73;211;112,3;117,22;67,68;170,4;66,58;60,27;5,287;70,62;68,6;42,325;27,55;22,45;51,41;85,52;28,77;15,73;97,24;5,56;13,405;15,728;49,995;47,2;26,03;7,748;10,664;2,152;26,23;495,3;152,6;315,65;209,2;5,076;236,1;14,505;35,51;119,85;79,36;4,237;99,67;96,17;68,58;7,686;151,14;25,74;141,58;3337,89
22/03/2019 12:30;72,94;23,705;211;112,25;117,26;67,7;170,5;66,53;60,44;5,286;70,46;68,42;42,305;27,48;22,44;51,38;85,4;28,77;15,745;97,34;5,558;13,375;15,73;49,94;47,24;26,015;7,744;10,668;2,1515;26,18;496,2;152,6;315,95;209,3;5,118;235,9;14,465;35,495;119,75;79,27;4,233;99,81;96,16;68,46;7,676;151,26;25,7;141,66;3337,07
22/03/2019 12:40;72,84;23,71;210,8;112,15;116,86;67,7;169,94;66,46;60,34;5,279;70,1;68,39;42,16;27,48;22,395;51,1;85,34;28,71;15,745;97,26;5,556;13,345;15,71;49,855;47,13;25,97;7,744;10,652;2,1445;26,16;494,9;152,4;315,2;209,1;5,104;235,6;14,46;35,395;119,45;79,08;4,224;99,61;96,05;68,38;7,668;151,36;25,67;141,2;3331,48
22/03/2019 12:50;72,71;23,725;210,4;112,25;117;67,74;169,8;66,49;60,4;5,263;70,04;68,39;42,075;27,48;22,39;51,02;85,36;28,71;15,745;97,24;5,554;13,34;15,714;49,895;47,16;25,9;7,736;10,624;2,1425;26,17;495;152,4;314,9;209,2;5,14;235,6;14,46;35,42;119,5;79,03;4,213;99,59;96,16;68,42;7,669;151,34;25,67;141,1;3330,9
22/03/2019 13:00;72,66;23,72;210,1;112,25;116,9;67,7;169,96;66,42;60,38;5,267;70,07;68,22;42,055;27,46;22,37;51,03;85,32;28,7;15,745;97,2;5,56;13,32;15,71;49,79;47,09;25,875;7,724;10,604;2,144;26,19;495;152,35;314,5;209,2;5,186;235,2;14,44;35,375;119,25;78,89;4,2085;99,56;96,06;68,4;7,665;151,6;25,69;141,1;3328,97
22/03/2019 13:10;72,57;23,705;210,8;112,2;116,7;67,78;169,6;66,31;60,35;5,253;70,04;68,02;41,945;27,47;22,33;51;85,2;28,68;15,74;97,14;5,558;13,31;15,686;49,74;47,04;25,835;7,728;10,572;2,1385;26,19;495,3;152,15;314,3;209,1;5,186;235;14,44;35,305;119,25;78,85;4,193;99,54;95,81;68,3;7,665;151,44;25,69;140,98;3325,58
22/03/2019 13:20;72,67;23,63;210,4;112,25;116,8;67,8;169,68;66,37;60,27;5,26;70,05;68,09;41,975;27,46;22,325;51,02;85,28;28,7;15,725;97,2;5,56;13,305;15,71;49,76;47,06;25,86;7,728;10,584;2,146;26,18;495,4;152,5;314,7;209,2;5,178;234,9;14,435;35,315;119,6;78,75;4,199;99,58;95,8;68,14;7,672;151,42;25,71;141,06;3326,84
22/03/2019 13:30;72,66;23,6;210,4;112,15;116,72;67,72;169,18;66,31;60,35;5,266;69,93;68,11;42,04;27,44;22,34;51;85,18;28,67;15,73;97,2;5,562;13,29;15,706;49,715;47,02;25,915;7,728;10,602;2,1485;26,17;495,4;152,3;314,85;209,3;5,168;235,1;14,445;35,345;119,45;78,71;4,2025;99,45;95,71;68,22;7,668;151,32;25,69;140,96;3326,07
22/03/2019 13:40;72,8;23,645;210,7;112,15;116,78;67,86;169,4;66,46;60,33;5,275;69,99;68,07;42,06;27,45;22,375;51,04;85,24;28,7;15,755;97,38;5,56;13,285;15,734;49,8;47,1;25,92;7,728;10,616;2,152;26,27;495,5;152,45;315,2;209,7;5,158;235,7;14,465;35,38;119,5;78,8;4,211;99,53;95,75;68,18;7,681;151,46;25,73;141,18;3329,75
22/03/2019 13:50;72,63;23,62;210,3;112,05;116,68;67,76;169,24;66,42;60,28;5,273;69,87;67,96;41,985;27,4;22,355;51,01;85,1;28,7;15,745;97,34;5,558;13,285;15,736;49,825;47;25,89;7,722;10,586;2,15;26,29;495,2;152,3;314,95;209,5;5,16;235,2;14,45;35,345;119,4;78,74;4,2;99,46;95,77;68,14;7,673;151,36;25,73;141,1;3326,58
22/03/2019 14:00;72,61;23,645;210;112;116,7;67,74;169,16;66,47;60,42;5,274;69,85;68;42,015;27,4;22,39;51,02;85,1;28,73;15,73;97,38;5,562;13,28;15,722;49,82;47,01;25,99;7,724;10,596;2,153;26,23;495,1;152,15;315,1;209,6;5,192;235,2;14,44;35,33;119,15;78,75;4,2015;99,56;95,98;68,28;7,657;151,16;25,74;141,08;3327,66
22/03/2019 14:10;72,51;23,625;209,7;111,9;116,62;67,58;169,08;66,44;60,29;5,257;69,74;67,91;41,98;27,4;22,375;51,01;85,04;28,68;15,715;97,4;5,564;13,3;15,734;49,87;46,88;25,945;7,72;10,57;2,1495;26,2;494,6;152,25;314,7;209,6;5,224;235,3;14,43;35,26;119,1;78,68;4,1825;99,42;95,86;68,2;7,642;151,12;25,71;140,96;3325,09
22/03/2019 14:20;72,68;23,63;210,3;112;116,76;67,72;169,34;66,57;60,43;5,256;69,81;67,93;41,945;27,44;22,41;51,09;85,24;28,68;15,725;97,38;5,58;13,315;15,774;49,995;46,98;25,895;7,734;10,582;2,1555;26,22;495,9;152,2;315,1;209,7;5,216;235,3;14,44;35,285;119,2;78,72;4,1825;99,65;96,13;68,42;7,65;151,06;25,73;141;3328,79
22/03/2019 14:30;73,13;23,705;211;112,05;116,72;67,76;169,32;66,53;60,4;5,262;69,8;67,98;41,895;27,46;22,395;51,05;85,34;28,7;15,755;97,48;5,592;13,32;15,782;49,995;47,07;25,88;7,738;10,568;2,155;26,22;496,5;152,25;315,35;209,9;5,196;235,8;14,45;35,29;119,2;78,84;4,178;99,83;96,08;68,38;7,659;151,14;25,78;140,88;3331,62
22/03/2019 14:40;72,92;23,695;210,8;111,95;116,24;67,54;168,46;66,29;60,16;5,237;69,7;67,88;41,76;27,4;22,31;50,96;85,18;28,65;15,77;97,38;5,592;13,315;15,726;49,77;47,04;25,81;7,734;10,528;2,148;26,22;495,2;151,8;314,75;209,5;5,152;235,5;14,455;35,205;119,05;78,75;4,162;99,58;95,78;68,2;7,647;151,02;25,77;140,6;3323,56
22/03/2019 14:50;72,65;23,68;210,5;111,7;115,74;67,54;167,76;66,09;60,07;5,227;69,6;67,86;41,66;27,38;22,26;50,88;85,1;28,58;15,785;97,3;5,592;13,305;15,696;49,705;46,96;25,73;7,726;10,492;2,145;26,14;494,3;151,8;314,1;209,2;5,12;235,4;14,455;35,15;118,95;78,72;4,1485;99,39;95,72;68,14;7,639;151,44;25,72;140,08;3318,17
22/03/2019 15:00;72,92;23,675;210,4;111,7;116,04;67,72;168,32;66,18;60,12;5,217;69,84;67,95;41,655;27,39;22,3;50,97;85,22;28,62;15,79;97,42;5,6;13,315;15,696;49,72;47,04;25,705;7,738;10,488;2,1455;26,16;494,5;152,35;314,25;209,2;5,094;235,6;14,47;35,19;119,2;78,92;4,147;99,64;95,84;68,28;7,643;151,6;25,72;140,3;3322,19
22/03/2019 15:10;73,09;23,685;211,1;111,7;116,06;67,74;168,66;66,25;60,13;5,23;69,92;68,18;41,705;27,45;22,32;50,98;85,32;28,66;15,79;97,42;5,61;13,34;15,728;49,8;46,99;25,785;7,74;10,512;2,1515;26,15;495,8;152,4;315,15;209,3;5,122;235,9;14,475;35,165;119,4;78,97;4,174;99,88;95,9;68,46;7,656;151,84;25,72;140,54;3327,11
22/03/2019 15:20;72,81;23,64;210,8;111,4;115,9;67,5;168,22;66,1;60,04;5,218;69,81;68,03;41,585;27,37;22,31;50,94;85,24;28,61;15,76;97,28;5,6;13,3;15,702;49,705;46,95;25,745;7,73;10,482;2,148;26,09;494,4;152,15;314,75;208,8;5,084;235,3;14,455;35,14;119,05;78,92;4,166;99,71;95,69;68,28;7,642;151,94;25,67;140,36;3320,34
22/03/2019 15:30;73,02;23,685;211,4;111,65;115,98;67,64;168,66;65,99;60,1;5,213;69,77;68,06;41,525;27,4;22,29;50,92;85,42;28,66;15,79;97,34;5,61;13,305;15,694;49,71;46,92;25,75;7,732;10,484;2,1465;26,13;495;152,35;314,85;209,3;5,082;235,5;14,465;35,125;119,25;78,99;4,173;99,99;95,92;68,22;7,647;151,94;25,71;140,18;3323,88
22/03/2019 15:40;72,9;23,645;210,7;111,3;115,54;67,52;167,74;65,9;59,93;5,198;69,45;67,83;41,445;27,32;22,27;50,79;85,32;28,58;15,785;97,48;5,596;13,285;15,688;49,585;46,78;25,635;7,72;10,472;2,1375;26,09;492,9;152,05;314;209,1;5,262;235;14,47;35,13;119;78,93;4,1605;99,47;95,63;67,88;7,642;152,14;25,68;139,36;3317,5
22/03/2019 15:50;72,75;23,61;210,4;110,95;115,5;67,5;167,68;65,74;59,7;5,175;69,22;67,66;41,395;27,25;22,22;50,64;85,02;28,57;15,75;97,52;5,602;13,27;15,686;49,535;46,54;25,63;7,716;10,466;2,139;26,09;492,9;151,6;313,4;208,8;5,268;234,6;14,455;35,22;118,8;78,86;4,155;99,43;95,38;67,68;7,633;152,14;25,64;139,38;3312,7
22/03/2019 16:00;72,65;23,62;210,9;110,9;115,46;67,52;167,44;65,75;59,64;5,176;69,41;67,64;41,475;27,22;22,22;50,72;85,1;28,57;15,735;97,84;5,602;13,27;15,66;49,495;46,6;25,625;7,726;10,486;2,145;26,1;493,5;151,45;314;208,9;5,22;234,6;14,43;35,24;118,8;78,86;4,1635;99,33;95,46;67,68;7,625;152,12;25,63;139,48;3313,01
22/03/2019 16:10;72,53;23,67;211;111,15;115,34;67,54;167,58;65,82;59,64;5,178;69,59;67,71;41,615;27,28;22,255;50,83;85,1;28,6;15,745;97,96;5,616;13,27;15,698;49,58;46,49;25,67;7,734;10,498;2,1515;26,13;493;151,65;314,2;209;5,224;235,3;14,45;35,245;118,75;78,88;4,1745;99,31;95,52;67,62;7,627;152,28;25,65;139,74;3316,21
22/03/2019 16:20;72,35;23,615;210,3;111,05;115,12;67,56;167,46;65,67;59,51;5,173;69,51;67,63;41,54;27,23;22,245;50,72;84,88;28,57;15,72;97,88;5,614;13,28;15,678;49,59;46,48;25,665;7,726;10,48;2,1535;26,1;492,5;151,45;313,75;208,9;5,26;234,9;14,45;35,225;118,55;78,81;4,168;99,17;95,35;67,58;7,621;152,3;25,64;139,68;3312,53
22/03/2019 16:30;72,18;23,615;209,7;111;114,98;67,52;167,46;65,6;59,27;5,176;69,45;67,63;41,565;27,2;22,23;50,69;84,9;28,51;15,695;97,84;5,616;13,28;15,668;49,525;46,28;25,605;7,722;10,482;2,1505;26,09;492,4;151,35;313,65;208,6;5,23;234,9;14,44;35,23;118,35;78,71;4,1705;99,06;95,25;67,72;7,607;152,3;25,62;139,44;3309,55
